"""@singaporeair air hostess uniforms are the nicest i've seen. not sure how practical the long skirt is in an emergency though.""	"," Rant","Objective"
"""@singaporeair hoping it is untrue that you discriminate against passengers carrying valuable musical instruments? @nlebrecht""	"," Rant","Subjective"
"""mr sia fly past' is a book about the legendary man called 'mr singapore airlines'. it is a high time we the true... T_URL""	"," Rant","Objective"
"""+)i've given the officers my number&amp;adress. they said they are gonna tell me if my phone's found/not. i need the confirmation @singaporeair""	"," Rant","Subjective"
"""@singaporeair) and work enhances customer experience by leveraging innovative technology - T_URL""	"," Rant","Objective"
""" @missschliez asian airlines are usually better than the large u.s. carriers. cathay pacific, jal, or singapore airlines all beat aa/united""	"," Rant","Subjective"
""" @singaporeair @staralliance masaimara it is for me always. unconditional love of nature.""	"," Rant","Objective"
""".sure that we donÃ_Ã_Â»t complain very much. we understand you should be kidding @singaporeair can imagine how defenceless could feel a person""	"," Rant","Subjective"
"""@airvistara will have partnerships with @singaporeair and @tajhotels for @clubvistara from day 1!""	"," Rant","Subjective"
"""@british_airways 10th @lufthansa 8th @singaporeair 6th @emirates 5th, @etihadairways 2nd, never tried 1st @flyairnz T_URL""	"," Rant","Subjective"
"""@jeremygutsche such a bitch for complaining about cost of using satellite internet on @singaporeair. what did you expect? and you are a ceo?""	"," Rant","Neutral"
"""@lloydpringlelpr aaah the elusive upgrade... T_POS_EMO the whole @singaporeair business class experience is one for the bucket list!""	"," Rant","Subjective"
"""@lloydpringlelpr what is up with that anyway, taunting economy customers by making them walk through business class? T_POS_EMO @singaporeair""	"," Rant","Subjective"
"""@michaelwtravels @globetrotscott so glad you were there, michael! but should not u be testing it out @ 36k feet in @singaporeair biz class?""	"," Rant","Objective"
"""@noachl @citi @singaporeair they are star alliance so you can redeem on carriers like @united - you just need to call to book""	"," Rant","Subjective"
"""@noachl @citi thank you points can be super valuable if you know how to leverage them- k recommend looking into @singaporeair""	"," Rant","Objective"
"""@nytravfest december 1st! more details later this week. it is the highly anticipated holiday gala cc: @singaporeair @andaz5th""	"," Rant","Subjective"
"""@richellingham @heathrowairport have an excellent time. hope @singaporeair do the right and honourable thing and bump you up!""	"," Rant","Objective"
"""@singaporeair &amp; @virginaustralia points transfer ratios are out. bummer not 1:1 T_URL @pointhacks""	"," Rant","Subjective"
"""@singaporeair and donÃ_Ã_Â»t tell me to send an e-mail to you, because thatÃ_Ã_Â»s no longer acceptable. just fix the problem!""	"," Rant","Subjective"
"""@singaporeair has friendly staff but decor is stuck in 70s &amp; there is obv discomfort w gender-noncomformity (short hair = misgendering)""	"," Rant","Subjective"
"""@singaporeair have to say your social media response is super quick!! impressive!!""	"," Rant","Objective"
"""@singaporeair hopefully T_POS_EMO we will be sure to keep you update.""	"," Rant","Objective"
"""@singaporeair how about you change your offer details to the dates the offer is actually valid instead of the puffery you have online?""	"," Rant","Subjective"
"""@singaporeair in 1st class for an hour ruined my life T_URL via @pfro can you say work harder. @dpavelich @kaylapavelich""	"," Rant","Subjective"
"""@singaporeair in first class for an hour ruined my life T_URL via @pfro get ready guys @drjphan @kenfranczek @ronnieremax""	"," Rant","Subjective"
"""@singaporeair itÃ_Ã_Â»s been 2.5 hours and i was on the call at 9.30. thereÃ_Ã_Â»s no way i should be on hold that long. not good enough""	"," Rant","Neutral"
"""@singaporeair my pleasure. hands down to your impeccable service on-board and the professionalism of your crew.""	"," Rant","Objective"
"""@singaporeair racks up a $1171 wifi bill. be carful of your data limits people!! T_URL""	"," Rant","Subjective"
"""@singaporeair response maybe?""	"," Rant","Subjective"
"""@singaporeair sold me a preferred seat and then cancelled it without informing me. i am skeptical of doing business with them.""	"," Rant","Neutral"
"""@singaporeair your web site is truly an abomination Ã_Ã_Ã® now, it doesnÃ_Ã_Â»t even allow for profile changes to be made. this is ludicrous!""	"," Rant","Subjective"
"""@tltripdoctor @singaporeair could not agree more traveling to asia in april and really hoping to fly with them if we can!""	"," Rant","Objective"
"""@travelmassive @singaporeair great idea... we will be touching base @keishibata!""	"," Rant","Objective"
"""/4 @singaporeair, i used to think very highly of your airline. i will be thinking twice before using your company ever again.""	"," Rant","Objective"
"""2-week travel period for the @americanexpress offer to australia via @singaporeair but 6 weeks blacked out. talk about a cock move!""	"," Rant","Subjective"
"""200 bucks for using wlan on singapore airlines flight? watch out that you do not get a bill shock too T_URL @singaporeair""	"," Rant","Subjective"
"""200 bucks for using wlan on singapore airlines flight? watch out that you do not get a bill shock too T_URL @singaporeair""	"," Rant","Subjective"
"""4 days til i fly to the other side of the world with @singaporeair""	"," Rant","Objective"
""" more weeks until sunny skies. 2 more more weeks... 2 more weeks... @singaporeair Ã_ÂùÂ‹Â¥ÂŸÂèÃ_ÂùÂ‹Â¥ÂŸÂèÃ_ÂùÂ‹Â¥ÂŸÂèÃ_ÂùÂ‹Â¥ÂŸÂèÃ_ÂùÂ‹Â¥ÂŸÂè""	"," Rant","Neutral"
""" weeks @singaporeair, after losing my buggy twice in one trip, they call me at 9pm on my weekend and offer me $200 @emirates @qatarairways""	"," Rant","Subjective"
"""/4 @singaporeair you slapped my wife with a $520 fee for a flimsy 10kg of baggage. it is bloody christmas! please fix this!""	"," Rant","Objective"
"""5 hours later i arrive .... in beautiful australia _Ã´ÂêÃ‚_Ã´ÃçÂ´ thanks for looking after me @singaporeair @australia T_URL""	"," Rant","Subjective"
""" @staralliance planes in 1 frame @singaporeair @united @itsthekiwiinus home""	"," Rant","Subjective"
""" airlines u must fly if u luv fine dining T_URL @donatellaarpaia @cheftoddenglish @qatarairways @singaporeair @emirates""	"," Rant","Objective"
"""/4 @singaporeair, $520 for baggage? itÃ_Ã_Â»s bloody christmas! thatÃ_Ã_Â»s daylight robbery! next time i will fly @virgin. @richardbranson""	"," Rant","Objective"
"""0h trip to australia starts now. 22,5h on the planes @lufthansa @singaporeair""	"," Rant","Subjective"
"""8 hours of travel ahead, hope @singaporeair got plenty of drinks T_POS_EMO T_URL""	"," Rant","Subjective"
"""/4 as if travelling at christmas isnÃ_Ã_Â»t already expensive enough and then @singaporeair slaps us with $520 baggage fee.""	"," Rant","Objective"
"""8-hour special! bangkok: 2-way air ticket by singapore airlines Ã_Ã_Ã± includes 30kg check-in luggage + 7kg hand-carryÃ_Ã__ T_URL""	"," Rant","Objective"
"""60 euros for on board wifi! T_URL via @spiegelonline @singaporeair it was his fault but ur prices r ridiculously high""	"," Rant","Objective"
""" @singaporeair yet again i cannot choose my seat from sydney and yet again my preference for window seat is ignored... please tel me why?""	"," Rant","Subjective"
"""1975issi get to airport at 3 do not leave till 5:30 - i think singapore airlines!!""	"," Rant","Subjective"
"""4_s4m apparently @singaporeair doles out 20,000 miles as 'compensation' even if they claim they have done no wrong. suggest u demand yours""	"," Rant","Objective"
"""9vska @singaporeair amazing. these guys are so bad.""	"," Rant","Objective"
"""9vska thanks. i have not kept up my star alliance miles this year so @singaporeair is fully justified. just sad as it is my airline""	"," Rant","Objective"
"""_______jk_____ favourite plane has to be the a340-500 and favourite airlineÃ_Ã__ that is a tough one! i'd say singapore airlines. you?""	"," Rant","Objective"
"""_bourneidentity superb but singapore airlines make better use of it""	"," Rant","Objective"
"""_ohnoes transfer and itÃ_Ã_Â»s singapore airlines). or a longer travel (by six more hours), 2 transfers, jal/qantas flights), cheaper ticket.""	"," Rant","Neutral"
"""_tx3 never tried @singaporeair , but @lufthansa is really impressive compared to all the rest. did i mention i loved the food?! :d""	"," Rant","Objective"
"""a1vin31 @wisdommr @singaporeair no, this is msn001 wwow in november 2005. ska is msn003.""	"," Rant","Subjective"
"""a380fanclub @singaporeair i was on that flight!! what a fantastic experience!! thank you singaporeair!! 1 of 30 people from the uk!!""	"," Rant","Objective"
"""abacusventures @singaporeair happy to be of service!""	"," Rant","Objective"
"""abhishek_tri they never claimed being a low cost airline. they are a proper premier airline like singapore airlines internationally""	"," Rant","Subjective"
"""acaltitude @aircanada fake reward program. they give you upgrade credits but will not let you use them. miss @cathaypacific @singaporeair""	"," Rant","Objective"
"""acbuxton we r unable to locate yr email on our system. could we trouble u to pls send again to sq_social@singaporeair.com.sg? thank you.""	"," Rant","Subjective"
"""acciothirteen @_verzeihen @tempered_rose @elizaberglund omg singapore airlines is amazing, iÃ_Ã_Â»ve never had so much room in coach.""	"," Rant","Objective"
"""adamflinter goodness! the price i paid when i flew @singaporeair on economy! @flysrilankan""	"," Rant","Subjective"
"""adnan_samia apologies but we did not receive any email from you, adnan. could you pls email us again at sq_social@singaporeair.com.sg? tks.""	"," Rant","Subjective"
"""aharpoon22 it is @singaporeair!""	"," Rant","Subjective"
"""aidagreenbury - @singaporeair is my fave airline! T_POS_EMO that and @cathaypacificca""	"," Rant","Subjective"
"""aidagreenbury @singaporeair please do not stress this things happen but i am sure singapore will make it up to you.""	"," Rant","Objective"
"""aidagreenbury @webb_tobias @singaporeair i will beat you to jak at this rate!""	"," Rant","Subjective"
"""aidagreenbury fancy girl needs some hors d'oeuvres also @singaporeair !""	"," Rant","Subjective"
"""aidagreenbury i bet @singaporeair will offer you a cocktail or something! i've heard they are cool like that.""	"," Rant","Objective"
"""airbus @singaporeair now if only nzch would upgrade to host this magnificent aircraft i'd be happy. they would fly over my place in a norwester""	"," Rant","Objective"
"""aircanada u need 2 figure out seat selection for ur customers when code sharing with @singaporeair . could not change seat. sent back&amp;forth""	"," Rant","Subjective"
"""airlineflyer @singaporeair @airbusintheus a little more to the left""	"," Rant","Subjective"
"""airlineflyer @singaporeair seriously, though: congrats, @crankyflier ! well done.""	"," Rant","Objective"
"""airlinequality @emirates @emiratessupport @delta @etihadairways @qatarairways @singaporeair is your cs still sleeping?""	"," Rant","Subjective"
"""airportperth alarm going off not a great way to start our trip home! @singaporeair let us hope it does not spoil our departure""	"," Rant","Objective"
"""airvistara @rntata2000 @mukund_rajan @singaporeair runway not long enough for a320&amp;737ng ops. thought vistara will be different on safety""	"," Rant","Neutral"
"""airvistara @rntata2000 @mukund_rajan @singaporeair viju does not conform to icao safety standards. no mandatory resa and 60m strip@bothends""	"," Rant","Subjective"
"""airvistara ceo says experience to start airline was ""god send"" n will offer end - to-end customer experience. @tatacompanies @singaporeair""	"," Rant","Subjective"
"""airvistara introduces premium economy cabin for the first time in india. interesting, as even parent @singaporeair does not have it""	"," Rant","Subjective"
"""alanwilkins22 @starsportsindia @singaporeair gonna be a lot to talk abt in dat test even besides the on field action...hehe""	"," Rant","Subjective"
"""alanwilkins22 what about that inning from @kumarsanga2 !? @starsportsindia @singaporeair""	"," Rant","Subjective"
"""alexbish7 @singaporeair difficult to be seated together as a family! also impossible to arrange online! frustrating""	"," Rant","Objective"
"""alexbish7 @singaporeair it took over an hour in the end! automatic booking for a bassinet for an infant meant it was""	"," Rant","Subjective"
"""allie_88 i could b a bit more inconvenienced, but could go on cathaypacific or singapore airlines, just the usa connection would b hassle!""	"," Rant","Neutral"
"""amandavaughan82 @singaporeair the process can take up to 60 days, amanda ^b""	"," Rant","Subjective"
"""amcj1 @mgkatz036 my comments limited to us carriers. no one beats @singaporeair @emirates, etc!""	"," Rant","Subjective"
"""amro_z @singaporeair they ruined my holiday and after all the cash i paid for my flight, they offered me $200 compensation??""	"," Rant","Subjective"
"""amtraknec @singaporeair @united is it possible to eliminate racial discrimination through art... click here... T_URL ...""	"," Rant","Objective"
"""anarchophysics @singaporeair do not fly over dodgy places.""	"," Rant","Objective"
"""andipeters @singaporeair ah right got ya, i thought we would be seeing u doing challenges on the tv haha""	"," Rant","Subjective"
"""andipeters @singaporeair are you going in to the jungle ?""	"," Rant","Subjective"
"""andipeters @singaporeair are you going in? or just being a guest""	"," Rant","Subjective"
"""andipeters @singaporeair download them all for the flight andi, it is a long flight. hope you enjoy them x T_URL""	"," Rant","Subjective"
"""andipeters @singaporeair economy will have to do...! T_POS_EMO""	"," Rant","Subjective"
"""andipeters @singaporeair hope you have got your hawaiian shirt packed too!""	"," Rant","Subjective"
"""andipeters @singaporeair i wonder if my fiance would be ok with me flying in business...? haha.""	"," Rant","Subjective"
"""andipeters @singaporeair i'm moving there in february (sydney, not the jungle) with fiance and baby. need to book our flights!""	"," Rant","Subjective"
"""andipeters @singaporeair lucky so and so. i'm sure they will look after you!""	"," Rant","Objective"
"""andipeters @singaporeair maybe a suite is the best option.""	"," Rant","Subjective"
"""andipeters @singaporeair no excuse then T_POS_EMO""	"," Rant","Subjective"
"""andipeters @singaporeair oh my lord it will be worth it though T_POS_EMO x""	"," Rant","Subjective"
"""andipeters @singaporeair ooh i'm flying into there on sunday! how is it? looks amaze""	"," Rant","Subjective"
"""andipeters @singaporeair well i hope they have wifi you owe me an email""	"," Rant","Subjective"
"""andipeters @singaporeair you up front??? if so you are in for a lovely flight!!!!""	"," Rant","Objective"
"""andipeters @singaporeair. have a good time. so far i am enjoying watching the jungle and the trials.""	"," Rant","Objective"
"""andrewcnn @cnnbrk same vl happen,.still singapore airlines is in shallow water..""	"," Rant","Subjective"
"""annemoff @junkeedotcom @singaporeair @willegitimate @allyportlock +dog. thanks so much!!! so nice to meet you all! can we pls do it again?""	"," Rant","Objective"
"""annemoff @junkeedotcom @singaporeair @willegitimate @allyportlock yep, the milky bars are on me""	"," Rant","Subjective"
"""anvimal @singaporeair any word from them yet""	"," Rant","Subjective"
"""archedeyebrowbr when i flew singapore airlines i kept accidentally pressing the button that calls the stewardess with my hips bc it was""	"," Rant","Subjective"
"""archimags @jetairways oh, it is always bad on flights. just sampled singapore airlines. throw uppy""	"," Rant","Objective"
"""arobertsjourno would require a long time horizon and deep pockets. perhaps singapore airlines or emirates if the price was right?""	"," Rant","Subjective"
"""articles_forex @khairais @cbcnews @singaporeair could you slowing down tweeting all in your thinking? please?""	"," Rant","Subjective"
"""ashleyalasagas hi ashley, do note that flights are currently being reviewed. do drop us an email at sq_social@singaporeair.com.sg (1/2)""	"," Rant","Subjective"
"""ashm_ya you should not fly qatar. should start lobbying singapore airlines instead.""	"," Rant","Objective"
"""asksirstamford @singaporeair bummer! here are a couple to keep you company! _Ã´Ã–Â‹ T_URL""	"," Rant","Subjective"
"""asparteam @singaporeair @sepangcircuit @motogp gosh who is the miserable person in team without any cloths?happy there is team uniform,no?""	"," Rant","Objective"
"""aublumberg @singaporeair &lt;i tried the 5mb capped package for $5.x - was online for about 30s.""	"," Rant","Subjective"
"""aussiemacj @qantas @flyairnz @cathaypacificau @mas @singaporeair @emirates yes they are. &amp; @flyairnz just won airline of year. sorry qf.""	"," Rant","Objective"
"""australian does @singaporeair use these multi-scan radar in all their fleet?""	"," Rant","Subjective"
"""ayhansicimoglu we are patient of singapore airlines.arz ederim.""	"," Rant","Subjective"
"""babaglocal and now there is broken glass in all the clothes too. so pissed off right now! @singaporeair""	"," Rant","Subjective"
"""ballzradio @singaporeair cannot wait to with""	"," Rant","Subjective"
"""ballzradio @singaporeair i would love to and get some""	"," Rant","Objective"
"""beazle1 @singaporeair that is not good poor you guys!!""	"," Rant","Objective"
"""beccav_martin @singaporeair so ready for this overnight flight, although i still am kinda scared of flying. but you make it easy! Ã_Ã¬Â_Â¥ÂŸÂè""	"," Rant","Objective"
"""benmling @singaporeair @flightcentre_uk geez thatÃ_Ã_Â»s luck, was it a big change?""	"," Rant","Subjective"
"""bestbitsworld @singaporeair i so want to do this one day!!""	"," Rant","Subjective"
"""bestcapetownsa there are other ways to get here) always welcome! @singaporeair @silkroadproject""	"," Rant","Objective"
"""biggunswayno @singaporeair hooray!!! today's the day!!!!!!!!!!! i'm so happy for you.""	"," Rant","Objective"
"""bigtobz @ladyj you flying singapore airlines? did not think you were classy enough for that.""	"," Rant","Objective"
"""blackhairsehun close. singapore airlines had like kpop and bts and i was so fucking happy""	"," Rant","Objective"
"""bmay @webb_tobias @singaporeair a kangaroo will beat it..""	"," Rant","Subjective"
"""bmay @webb_tobias bad joke.. but i can always install one on the 13th floor for flaky people. when will they fly this @singaporeair?!!""	"," Rant","Objective"
"""bobnbc4 @msnbc the same ufo that got the singapore airlines plane got this one too.""	"," Rant","Subjective"
"""bordeaux8 @singaporeair i've heard a lot of good things about that airline. sorry to hear it.""	"," Rant","Objective"
"""breaksfrees it was lost in transiting i think, singapore airlines _Ã´ÃçÃ_""	"," Rant","Subjective"
"""brentmfleeton @singaporeair they still cannot tell us.. we have to go shopping for ski gear now. &amp; this is with business class tix""	"," Rant","Subjective"
"""brianblues @singaporeair no lounge access, only a plebb silver member""	"," Rant","Objective"
"""briancurtisnbc5 @americanair @tmaxon @dallasnews @nbcdfw this always happens on that route. @singaporeair dealt with the same thing.""	"," Rant","Subjective"
"""british_airways great job messing up my travel plans so far this morning. @singaporeair deserves the reputation as better for business!""	"," Rant","Objective"
"""british_airways i have flight from man-lhr on separate ticket to my onward lhr to @singaporeair journey, can my luggage b checked through?""	"," Rant","Subjective"
"""british_airways i'm not flying today, have only just returned from oz to see the olds. @singaporeair""	"," Rant","Objective"
"""british_airways just sent you info via dm, about to book with @lufthansa &amp; @singaporeair_ who are willing to get us home.""	"," Rant","Objective"
"""british_airways sorry i think you lost my business back to singapore airlines. by customer service agent who served our queue.""	"," Rant","Neutral"
"""bruitenberg about to check out the famed @singaporeair suites! that is a world i would not mind living in!""	"," Rant","Subjective"
"""bryanboy @singaporeair economy has better food!!!""	"," Rant","Neutral"
"""bryanboy singapore airlines economy is 50000x better than that _Ã´ÃçÂÅ""	"," Rant","Neutral"
"""byun_baek that or i pay extra for singapore airlines! and itÃ_Ã_Â»s only one transfer. but i donÃ_Ã_Â»t mind a layover in tokyo. i like narita.""	"," Rant","Objective"
"""cbcnews @singaporeair not anywhere close to being reasonable...complete money grabÃ_Ã¬Â_Â¥ÂŸÂè_Ã´Ã–Â‰.""	"," Rant","Subjective"
"""channelnewsasia @todayonline @singaporeair @jeremygutsche better get some sleep on board""	"," Rant","Neutral"
"""channelnewsasia why didnÃ_Ã_Â»t he turn it off? t&amp;c are clear. i use it too and never got charged more than $20. @singaporeair""	"," Rant","Subjective"
"""chelssince1970 was on singapore airlines believe it or not.""	"," Rant","Subjective"
"""choox75 @qantas sorry but @virginaustralia for domestic and @singaporeair for international kills them.""	"," Rant","Subjective"
"""chrisdelia @united basically singapore airlines are better then you""	"," Rant","Neutral"
"""chrissbell i thought your national carrier would be @singaporeair now?""	"," Rant","Subjective"
"""chrisstumph singapore airlines is the only way i would fly to asia. only bad experiences with other airlines. cathay was the worst!""	"," Rant","Objective"
"""chrstnelee pls give @singaporeair a hand. they think customer care means ""read our ts &amp; cs."" what can u expect from a ramp dog turned ceo?""	"," Rant","Subjective"
"""chutze06 haha i still thought will so cheap for singapore airlines""	"," Rant","Neutral"
"""cjmcginnis @singaporeair my, my! that sounds pretty good to me. but...cloud fungus? that must be a mushroom, right?""	"," Rant","Objective"
"""cjmcginnis @tripit @singaporeair that really sounds gourmet!!""	"," Rant","Subjective"
"""cjmcginnis would you expect much less from singapore given they already have one of the world's leading airlines @singaporeair""	"," Rant","Subjective"
"""cmm86 @singaporeair @alfredportale they look after you well in economy these days!""	"," Rant","Subjective"
"""colinratushniak @singaporeair aw how sweet ... little details like that can make a big difference T_POS_EMO""	"," Rant","Subjective"
"""colinratushniak @singaporeair my fav airline too, when i flew at christmas they played christmas music during boarding and take off :d""	"," Rant","Subjective"
"""commoncormorant @jeremygutsche @singaporeair last time i flew with them, it was $10usd for 15mb.""	"," Rant","Subjective"
"""connielouise06 @singaporeair nearly killed us at 38000 ft in the air. all because we complained on twitter. they took our booking ref.""	"," Rant","Subjective"
"""connielouise06 @singaporeair served us removed shrimp and served the salad passing it off as veg. we are known allergic to all seafood.""	"," Rant","Subjective"
"""connielouise06 @singaporeair sucks. they spend money on ads claiming how good they are maybe they should spend on actually being good.""	"," Rant","Subjective"
"""connielouise06 and then @singaporeair targeted us on our return flight. guess we should accept their shitty service w/out complaining.""	"," Rant","Subjective"
"""connielouise06 the @singaporeair tel service was same 4 yrs ago, really poor audio quality &amp; then heavy accent, they do not care""	"," Rant","Subjective"
"""connielouise06 you are so lucky. hope you have a pleasant journey back. @singaporeair stay alert. people are watching!!""	"," Rant","Objective"
"""cooksisterblog @singaporeair exactly the reason why i wanna experience it, i've walked past those aisles too many times ha""	"," Rant","Subjective"
"""cooksisterblog @singaporeair let me know if you get it, it might get a trend going""	"," Rant","Subjective"
"""cooksisterblog @singaporeair sounds awesome, all i need now is an upgrade and that'll be two things off my bucket list _Ã´Ã–Â‰""	"," Rant","Objective"
"""coolshady25 @singaporeair @chinkzaoh @upperviceo @story_tiller please do not post this kind of things in the future""	"," Rant","Objective"
"""copypastesmile actually easy one. just honour, give them the seat but serve economy food no champagne less smiles no surname @singaporeair""	"," Rant","Subjective"
"""copypastesmile so u want gd press or money @singaporeair""	"," Rant","Subjective"
"""corridordigital congrats on getting your videos onto singapore airlines! too bad about the name mishap though... T_URL""	"," Rant","Objective"
"""cpuzilla perhaps because we landed an hour late and jfk is notorious for long immigration and customs clearance. @singaporeair""	"," Rant","Neutral"
"""ctccct my montreal piece in this month's singapore airlines in-flight mag: T_URL (was nice to write about my hometown!)""	"," Rant","Objective"
"""curiousdg @singaporeair me too!""	"," Rant","Subjective"
"""curiousdg funny. my friend, @tmwrnj is having a very different @singaporeair right now. your tweets were on top of each other in fact.""	"," Rant","Objective"
"""cvoter @suchetadalal this white elephant needs to be dumped or run like singapore airlines. has been used just serve the babus and crooks.""	"," Rant","Subjective"
"""czenina @singaporeair yes ,and dont know why i opted for jet this time lived to regret it""	"," Rant","Subjective"
"""dahowlett @jeremygutsche @singaporeair &lt; i thought only at&amp;t could do that""	"," Rant","Objective"
"""davechua @mashable gutsche no status with @singaporeair? first and only flight?""	"," Rant","Objective"
"""davidjtwomey i'm loyal via @singaporeair to @virginaustralia...they better give me my points for this flight!""	"," Rant","Objective"
"""davidlat i hope the airline did not charge you what singapore airlines charged the other week, T_URL""	"," Rant","Subjective"
"""dbainthecity @singaporeair crazy. sq has me stuck in the middle on my syd-sin flight next friday. loyality = 0 time for a change to""	"," Rant","Subjective"
"""dbtsauce @qantas i've flown on a few carries.. but my favourites would be singapore airlines &amp; turkish airlines!""	"," Rant","Subjective"
"""deadphishesq @meearf @frontiercare ha! the only airlines who really care about customer service r @jetblue @virginamerica &amp; @singaporeair.""	"," Rant","Objective"
"""deborahmeaden says you are reading @dragonjones book upside down @duncanbannatyne in this @singaporeair ad? T_URL""	"," Rant","Subjective"
"""defeatedgoliath @singaporeair @emirates you should ask @virginamerica for that for them to assist you T_POS_EMO""	"," Rant","Subjective"
"""deltaassist hey! can i claim miles on a flight booked through virgin australia but operated by singapore airlines? if yes, then how? T_POS_EMO""	"," Rant","Subjective"
"""deltaassist how i should pay $2800, @singaporeair offers a flight for $450. i do not have the money at the moment.""	"," Rant","Subjective"
"""deltapoints better than singapore airlines or emirates or ... ??""	"," Rant","Neutral"
"""derektweets nice job @singaporeair on the new entertainment system + wifi, slick""	"," Rant","Objective"
"""dhel331 they are not taking singapore airlines, they r taking asiana airlines. we have to wait for a nearer then i think they will""	"," Rant","Subjective"
"""diningtraveler @singaporeair so, so sad...""	"," Rant","Objective"
"""doctortran37 @singaporeair data must be expensive even for the carrier when it is 35000 feet up, but what can you actually do with 5mb?""	"," Rant","Subjective"
"""donavonwood @singaporeair i thought these guys were supposed to be good?""	"," Rant","Objective"
"""donavonwood @singaporeair sounds ridiculous man. hope they come up with a more fair solution for you.""	"," Rant","Objective"
"""dr_mel_thomson @singaporeair @virginaustralia a bonus would not go astray given inconvenience!""	"," Rant","Subjective"
"""duncanbannatyne be prepared for the ultimate in air travel. i flew singapore airlines to new zealand and i did not want to get off! superb!""	"," Rant","Objective"
"""dylannnhawleyyy @singaporeair @etihadairways hi dylan, we certain do! you can find info on our partners here: T_URL""	"," Rant","Objective"
"""e_curtis flight details/case reference no. at sq_social@singaporeair.com.sg so that we can look into it, thank you very much. (2/2)""	"," Rant","Subjective"
"""easyspotting why 2 @singaporeair a380's? is there parking space left for the @emirates one?""	"," Rant","Subjective"
"""eatingasia we are sorry to hear this. could you email your feedback about our lounge and seat request to sq_social@singaporeair.com.sg?""	"," Rant","Objective"
"""egyptair @singaporeair @staralliance 3 missing flights since june 2014 and till now egyptair can not added to my frequent flyer!!!!!!!!!!!!""	"," Rant","Subjective"
"""egyptair @singaporeair @staralliance any person in charge can look my case? i cannot understand this kind of attitude!!!!!!!""	"," Rant","Objective"
"""egyptair @singaporeair @staralliance finally egyptair could add my 6 month missing flight, how long it will take to add my wife flight????""	"," Rant","Subjective"
"""egyptair any solution to my 6 month issue?!! @singaporeair @staralliance""	"," Rant","Subjective"
"""elvenpsychopath yeah, singapore airlines. krisflyer had pokemon yellow for a number of years. you played it when movies got boring""	"," Rant","Neutral"
"""emirates @british_airways @singaporeair @airnzuk hello guys! how do i get my album onto my fave airlines in flight entertainment system?""	"," Rant","Subjective"
